Gene Symbol
DYNLRB2
E2F1
EBLN3P
EFNA1
EGF
EGFR
EIF2AK2
EIF2D
EIF3J-DT
ELAVL1
ELF3-AS1
ELMO1-AS1
ENDOV
ENG
ENSG00000216663
EPAS1
EPB41L4A-DT
EPCAM
EPHB4
EPHX1
EPIST
EPS15-AS1
ERBB2
ERBB4
ERBIN
ERGIC3
ESR1
EWSAT1
EXOSC2
EZH2
F11
F11-AS1
F2
FAH
FAM99A
FAM99B
FAS
FASLG
FASN
FAUP4
FBXL19-AS1
FBXW7
FENDRR
FER1L4
FEZF1-AS1
FGD5-AS1
FGF19
FGF2
FGF3
FGFR1
FGFR2
FGFR3
FGFR4
FGL1
FH
FIRRE
FKSG49
FLDP
FLT1
FOXD2-AS1
FOXD3-AS1
FOXM1
FOXO1
FOXP3
FOXP4-AS1
G6PC1
GABPB1
GACAT3
GALNT14
GAPLINC
GAS5
GAS6-DT
GAS8-AS1
GASAL1
GATA3-AS1
GFOD3P
GIHCG
GLB1
GLMP
GLUL
GMDS-DT
GNAS
GNMT
GOLM1
GPC3
GPD1
GPR15LG
GPT
GPX4
GSD1A
GSDME
GSK3B
GSTM1
GSTM3
GSTP1
GSTP1P1
H19
H2AX
HAGLR
HAGLROS
HAMP
HAND2-AS1
HAR1A
HAR1B
HCCAT5
HCG11
HCG15
HCG18
HCP5
HDAC1
HDAC2
HEIH
HELZ
HEPACAM
HEPFAL
HEPN1
HFE
HFE1
HGF
HHCM
HHIP-AS1
HIF1A
HIF1A-AS1
HIPK3
HK2
HLA-DQB1-AS1
HLA-DRA
HMGB1
HMMR-AS1
HMOX1
HNF1A
HNF1B
HNF4A
HOMER1
HOMER3-AS1
HOTAIR
HOTAIRM1
HOTTIP
HOXA-AS2
HOXA-AS3
HOXA11-AS
HOXB-AS1
HOXB-AS3
HRAS
HSD17B13
HSPA5
HTATIP2
HULC
HYCC1
ICAM4-AS1
ID2-AS1
IDH1
IDH2
IFNA2
IFNG
IFNL3
IGDCC4
IGF1
IGF1R
IGF2
IGF2-AS
IGF2BP2
IGF2R
IGFBP3
IGFL2-AS1
IL10
IL17A
IL1B
IL6
IL6ST
ILF3-DT
INSIG1
INSIG2
IQANK1
ITCH
JAG1
JAK1
JAK2
JUN
KCNQ1OT1
KDM4A-AS1
KDR
KEAP1
KIF1B
KIF9-AS1
KILH
KIT
KLF4
KLF6
KLRK1
KRAS
KRT18
KRT19
KRT20
KRT7
KRT8
KTN1-AS1
LAMTOR5
LAPTM4B
LCO
LDHA
LEF1-AS1
LGALS3
LGALS3BP
LHPP
LIN28B
LINC-PINT
LINC-ROR
LINC00161
LINC00174
LINC00205
LINC00221
LINC00244
LINC00261
LINC00339
LINC00355
LINC00460
LINC00467
LINC00470
LINC00472
LINC00473
LINC00488
LINC00491
LINC00511
LINC00520
LINC00624
LINC00662
LINC00665
LINC00667
LINC00668
LINC00673
LINC00707
LINC00839
LINC00844
LINC00852
LINC00857
LINC00858
LINC00882
LINC00922
LINC00924
LINC00958
LINC00963
LINC00974
LINC00992
LINC01018
LINC01089
LINC01093
LINC01116
LINC01123
LINC01133
LINC01134
LINC01139
LINC01152
LINC01189
LINC01194
LINC01234
LINC01348
LINC01419
LINC01430
LINC01503
LINC01554
LINC01559
LINC01564
LINC01572
LINC01608
LINC01612
LINC01638
LINC01672
LINC01793
LINC02145
LINC02154
LINC02273
LINC02362
LINC02475
LINC02499
LINC02580
LINC02605
LINC02835
LINC02870
LINC02882
LNC-EPC1-4
LNC-FAM72D-3
LNCRNA-ATB
LOC105372579
LOC107985656
LOXL1-AS1
LPAL2
LUCAT1
LYRM2
MACC1-AS1
MAGEC2
MAGED2
MAGI2-AS3
MALAT1
MANCR
MAP2K1
MAPK1
MAPK14
MAPK3
MAPK8
MAPKAPK5-AS1
MARK4
MAT1A
MBD4
MCL1
MCM3AP-AS1
MDK
MDM2
MEG3
MEG8
MELTF-AS1
MEOX2
MET
METTL3
MGMT
MIAT
MILIP
MINCR
MIR1-2
MIR103A2
MIR106B
MIR107
MIR10B
MIR122
MIR122A
MIR124-1HG
MIR124-2
MIR125A
MIR125B1
MIR125B2
MIR126
MIR127
MIR128-2
MIR130A
MIR132
MIR136
MIR137
MIR139
MIR140
MIR141
MIR142
MIR143
MIR145
MIR146A
MIR146B
MIR148A
MIR148B
MIR150
MIR151A
MIR152
MIR155
MIR15A
MIR17
MIR181A1
MIR181A2
MIR181B1
MIR181B2
MIR181C
MIR182
MIR183
MIR185
MIR186
MIR18A
MIR193A
MIR194-2HG
MIR195
MIR199A1
MIR199B
MIR19A
MIR200A
MIR200B
MIR203A
MIR205
MIR20A
MIR21
MIR210HG
MIR212
MIR214
MIR215
MIR216A
MIR219A1
MIR22
MIR221
MIR222
MIR223
MIR224
MIR22HG
MIR23A
MIR23B
MIR24-2
MIR25
MIR26A1
MIR26A2
MIR26B
MIR27A
MIR29C
MIR301A
MIR30A
MIR30C1
MIR30E
MIR31
MIR31HG
MIR320A
MIR324
MIR338
MIR34A
MIR34AHG
MIR34C
MIR373
MIR374A
MIR4435-2HG
MIR490
MIR494
MIR499A
MIR500A
MIR519D
MIR7-3HG
MIR9-2
MIR9-2HG
MIR93
MIR96
MIR98
MIR99A
MIRLET7A1
MIRLET7A2
MIRLET7A3
MIRLET7B
MIRLET7C
MIRLET7D
MIRLET7E
MIRLET7F2
MIRLET7G
MITA1
MKI67
MKLN1-AS
MLH1
MMD
MMP1
MMP2
MMP9
MNX1-AS1
MROCKI
MSC-AS1
MSH2
MSH6
MSRA
MT-LIPCAR
MT1JP
MTDH
MTHFR
MTOR
MTUS1
MUC1
MYC
MYCNOS
MYCT1
MYLK
MYLK-AS1
MYO7B-AS1
NAA40
NBAT1
NBN
NBR2
NCBP2AS2
NCK1-DT
NCOA5
NEAT1
NF1
NFE2L2
NFKB1
NIFK-AS1
NIHCOLE
NKILA
NME1
NNT-AS1
NORAD
NOS3
NOTCH1
NOTCH2
NPSR1-AS1
NPTNIT1
NQO1
NR1H4
NR1I2
NR2F1-AS1
NR4A1AS
NRAS
NRAV
NRG1
NTRK1
NTRK2
NTRK3
NTT
NUTM2A-AS1
OIP5-AS1
OIT3
OR3A4P
OSER1-DT
OTUD6B-AS1
PANTR1
PARP1
PART1
PBRM1
PCAT6
PCBP1-AS1
PCED1B-AS1
PCK1
PCM1
PCNA
PCNAP1
PDCD1
PDGFRA
PDGFRL
PDPK2P
PDS5B-DT
PEG10
PFIC1
PFIC2
PFIC4
PHACTR2-AS1
PHF20
PICSAR
PIK3CA
PIK3CD-AS1
PIM3
PINX1
PITPNA-AS1
PKM
PLAU
PLEKHA8P1
PLK1
PLPP5
PMS2
PNPLA3
POU3F3
PPARA
PPARG
PRKACA
PRKAG2-AS1
PRKAR1A
PRKDC
PRKN
PRMT5
PROM1
PRR11-AS1
PRR34-AS1
PRR7-AS1
PSMD10
PSMG2
PSMG3-AS1
PSTPIP1
PTEN
PTENP1
PTGER2
PTGS2
PTH
PTK2
PTPN11
PTPN6
PTPRG-AS1
PTTG3P
PURPL
PVT1
PYROXD2
RAC1
RAD50
RAF1
RARB
RASSF1
RB1
RBM23
RBM39
RBM5-AS1
RELA
RET
RHPN1-AS1
RJALS
RMRP
RNF185-AS1
RNF214
RNF32-DT
RNMTL1
ROS1
RPL36A
RPS15
RSU1P2
RUNX1-IT1
RUSC1-AS1
RXRA
SACK1A-AS1
SACK1D
SALL4
SAMD12-AS1
SAMD13
SAMMSON
SARNP
SBF2-AS1
SCARA5
SCARNA10
SDF2L1
SEMA3B-AS1
SENP3-EIF4A1
SERPINA1
SERPINA11
SFTA1P
SHH
SIRT1
SLC15A2
SLC16A1-AS1
SLC25A13
SLC25A15
SLC25A47
SLC2A1
SLC2A1-DT
SLC31A1
SLC5A5
SLC7A11
SLC9A3-OT1
SLCO1B3
SLTM
SMAD2
SMAD3
SMAD4
SMAD7
SMARCA2
SMO
SMYD3
SNAI1
SNAI3-AS1
SNHG1
SNHG11
SNHG12
SNHG14
SNHG15
SNHG16
SNHG17
SNHG18
SNHG20
SNHG22
SNHG3
SNHG4
SNHG5
SNHG6
SNHG7
SNHG8
SNHG9
SNORD15A
SNRPFP1
SNTB1-AS1
SOCS1
SORBS2-AS1
SOX2-OT
SOX9-AS1
SPAAR
SPARC
SPP1
SPRTN
SPRY4-IT1
SQSTM1
SRC
SREBF1
SRRD
SRS1
ST8SIA6-AS1
STARD13
STAT1
STAT3
STK11
SUMO1P3
SYAP1
SYBU-AS1
TATDN1
TCEAL1
TCF4
TCL6
TCTN2
TERT
TFCP2
TFDP3
TGFB1
TGFBR1
TGFBR2
THADA
THAP9-AS1
THORLNC
TINCR
TJP2
TLK1
TLR3
TLR4
TLR8-AS1
TM4SF5
TM6SF2
TMCC1-DT
TMCO1-AS1
TMCO6
TMEM176A
TMEM220-AS1
TMEM238L
TMPO-AS1
TNF
TNFRSF12A
TNFSF10
TONSL-AS1
TOP2A
TP53
TP53COR1
TP53TG1
TPDS2
TPT1-AS1
TPTE2P1
TPTEP1
TPX2
TRERNA1
TRG-AS1
TRIM24
TRIM35
TRIM52-AS1
TRIM52AS1
TSC1
TSC2
TSPEAR-AS1
TSPOAP1-AS1
TTC36
TTF1
TTN-AS1
TUBA1B-AS1
TUG1
TUSC7
TWIST1
TXNDC5
TYMP
TYMS
TYRSN1
UBAP2
UBD
UBE2CP3
UBE2R2-AS1
UCA1
UCHL1
UFC1
UGT1A1
UGT1A9
URGCP
USP2-AS1
UTP6
VANGL1
VDR
VEGFA
VESTAR
VIRMA
VPS37A
VPS9D1-AS1
VWCE
WAC-AS1
WEE2-AS1
WFDC1
WND
WNT3A
WWOX-AS1
XIAP
XIST
XRCC1
YAP1
YY1AP1
ZEB1
ZEB1-AS1
ZEB2-AS1
ZFAS1
ZFPM2-AS1
ZFR
ZG16
ZNF204P
ZNF281
ZNF292
ZNF385D-AS2
ZNF561-AS1
ZNF667-AS1
ZNF674-AS1
ZNF689
ZSCAN16-AS1
